image_name,label,num_persons_detected,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
frame1_2350.png,standing,1,606.22,7.5,0.0056,600.68,0.0,0.0024,612.1,0.0,0.0009,576.35,0.0,0.312,641.28,0.0,0.0732,554.06,33.55,0.962,674.75,34.16,0.8966,530.45,138.76,0.9678,701.89,133.05,0.8633,543.23,201.2,0.9031,685.58,170.18,0.7387,587.71,183.05,0.9984,674.7,183.52,0.9972,565.43,330.8,0.997,685.46,329.52,0.995,545.89,463.31,0.9771,700.8,457.18,0.9689
fall001.jpg,lying,1,98.55,101.34,0.8479,96.68,99.57,0.6918,95.85,101.62,0.8035,96.12,99.49,0.441,93.57,105.05,0.6717,104.16,100.62,0.9276,103.84,109.23,0.954,120.43,93.09,0.7564,120.94,106.22,0.8862,128.68,93.86,0.7278,127.43,93.21,0.8736,133.28,101.13,0.9242,133.37,107.13,0.9456,160.57,85.85,0.9417,160.53,88.16,0.9638,172.39,104.23,0.9366,175.93,103.42,0.9563
fall002.jpg,lying,1,154.22,65.7,0.1507,153.58,64.52,0.0337,154.22,64.95,0.0713,150.02,64.92,0.2413,155.56,65.91,0.506,144.38,68.74,0.9684,158.41,70.74,0.9874,135.19,72.36,0.9515,166.61,77.84,0.9849,126.25,73.62,0.9083,173.32,82.79,0.9603,140.87,84.52,0.9983,149.57,85.17,0.9989,134.4,94.12,0.9957,147.79,98.17,0.9973,124.55,105.15,0.9821,140.71,112.06,0.9864
fall004.jpg,lying,1,80.25,109.25,0.9628,77.96,100.98,0.9788,70.37,108.83,0.7821,86.39,89.71,0.9383,63.09,110.93,0.1655,123.5,85.33,0.9969,88.48,113.52,0.9109,162.57,91.98,0.9864,91.39,120.39,0.4923,151.49,121.24,0.9452,76.53,112.93,0.5158,191.2,69.89,0.9706,171.97,85.01,0.8826,219.43,86.97,0.8786,213.31,100.91,0.6183,232.47,76.05,0.5757,235.65,78.94,0.3707
fall012.jpg,lying,1,116.66,77.22,0.9758,120.29,73.78,0.981,116.86,74.15,0.5961,132.75,74.6,0.9635,122.68,75.68,0.0688,138.24,90.81,0.9971,122.81,90.43,0.9781,108.3,101.38,0.9961,98.51,97.26,0.8896,78.61,99.13,0.9911,73.23,89.59,0.8829,133.82,148.59,0.9992,120.6,144.79,0.9977,113.41,182.01,0.9988,91.15,171.0,0.9959,119.81,230.1,0.9892,90.74,213.02,0.9793
fall013.jpg,lying,1,89.19,62.06,0.9497,86.35,59.68,0.8873,85.84,63.41,0.8934,86.93,58.17,0.6486,83.86,67.85,0.6753,102.32,52.1,0.9839,101.39,74.24,0.9848,131.88,52.17,0.9214,128.62,91.15,0.9377,142.78,63.04,0.8563,137.86,76.4,0.9021,154.21,43.99,0.9657,153.73,56.96,0.9694,184.62,41.04,0.9325,183.11,53.3,0.9464,198.29,46.35,0.8685,201.34,53.9,0.8952
fall014.jpg,lying,1,78.24,58.58,0.8954,77.36,54.73,0.9232,77.29,53.54,0.189,83.9,39.58,0.9378,83.37,36.55,0.0682,104.12,41.79,0.9978,107.74,33.15,0.9468,94.01,98.09,0.9958,107.19,73.01,0.7449,62.13,102.63,0.9602,66.32,89.18,0.6778,194.73,69.8,0.9896,194.18,70.88,0.9665,214.25,131.18,0.9224,209.77,128.82,0.7815,249.88,153.17,0.2852,233.19,151.25,0.2023
fall016.jpg,lying,1,53.82,41.38,0.2023,53.19,38.92,0.0599,53.17,40.03,0.1836,50.24,39.51,0.1006,51.33,42.17,0.3313,54.12,50.25,0.6968,50.74,53.35,0.798,76.47,62.98,0.4406,58.95,66.71,0.7055,106.14,71.41,0.3711,67.41,80.74,0.5782,67.24,67.03,0.8441,67.14,71.41,0.8832,90.43,65.5,0.8448,91.56,68.65,0.8972,110.93,75.88,0.8409,113.58,79.38,0.8795
fall020.jpg,lying,1,77.78,103.26,0.8138,79.18,98.56,0.8496,72.71,97.9,0.2366,92.7,78.14,0.7565,70.42,78.08,0.0202,136.75,75.17,0.9645,73.73,54.62,0.8361,148.98,144.47,0.9247,42.71,87.6,0.7213,87.47,141.4,0.8989,60.11,120.31,0.7976,192.1,81.32,0.7829,153.09,74.1,0.7366,189.59,101.89,0.6577,158.69,91.17,0.5735,189.92,126.04,0.2552,184.97,116.91,0.2612
fall022.jpg,lying,1,98.4,112.91,0.875,98.6,108.85,0.8699,93.49,111.46,0.7465,103.43,102.26,0.7486,87.14,108.26,0.5415,119.28,101.44,0.9878,81.32,106.62,0.9673,128.5,131.55,0.9403,64.26,134.1,0.7724,114.6,146.92,0.8123,87.67,139.62,0.6706,142.48,83.88,0.9346,120.74,90.32,0.901,152.61,85.93,0.7802,136.72,95.13,0.6858,158.56,67.38,0.6752,163.27,73.27,0.6025
fall023.jpg,lying,1,177.77,126.25,0.4574,178.44,125.29,0.1544,179.06,124.62,0.429,174.96,121.61,0.1504,175.2,120.37,0.5363,162.94,119.81,0.9099,164.01,122.77,0.9656,158.72,133.18,0.787,162.73,144.29,0.941,175.44,132.09,0.7309,183.67,140.51,0.8322,123.02,120.68,0.9851,123.03,119.09,0.9881,92.6,121.29,0.9723,94.46,124.59,0.9783,60.05,107.5,0.9481,63.67,113.18,0.9495
fall025.jpg,lying,1,50.42,48.46,0.7477,49.81,45.23,0.7845,50.38,46.28,0.1712,52.24,41.58,0.8726,54.13,42.35,0.0725,64.39,43.03,0.9922,76.68,39.62,0.9301,57.55,56.03,0.9954,83.19,32.72,0.9152,37.09,57.15,0.9801,60.86,22.06,0.8842,121.05,67.08,0.9992,119.36,67.12,0.9981,118.3,108.3,0.9943,75.55,110.37,0.986,160.65,126.22,0.9188,70.42,127.31,0.8787
fall026.jpg,lying,1,80.88,88.22,0.5859,79.65,86.63,0.4283,80.17,88.22,0.3354,80.19,81.75,0.4045,77.62,85.7,0.1969,90.42,75.66,0.9625,76.39,81.36,0.9446,108.85,87.43,0.9366,64.99,90.27,0.8716,114.54,106.39,0.8039,48.64,109.78,0.726,123.73,67.77,0.9827,116.69,74.64,0.9786,150.97,72.83,0.9545,144.11,77.06,0.9393,190.43,72.55,0.9125,185.34,73.96,0.9034
fall029.jpg,lying,1,49.17,103.32,0.8871,49.06,99.31,0.8494,45.97,101.91,0.713,53.09,96.18,0.7352,44.97,101.53,0.4159,61.39,100.02,0.9635,64.57,102.68,0.9302,86.02,122.73,0.8757,87.45,123.41,0.8019,102.87,142.52,0.8328,104.81,142.47,0.7592,90.04,90.09,0.8983,90.87,92.47,0.8813,77.97,112.6,0.8844,81.55,114.52,0.8564,104.12,139.92,0.7334,101.12,136.62,0.7173
fall082.jpg,lying,1,136.67,73.91,0.9503,134.72,66.67,0.9497,133.11,73.83,0.6598,141.46,51.42,0.925,137.88,66.96,0.2842,165.68,49.48,0.9982,159.95,71.39,0.9841,173.01,86.03,0.9942,162.41,107.37,0.8822,128.24,95.62,0.9597,124.64,94.89,0.7751,234.7,90.06,0.9988,227.33,104.15,0.997,250.64,141.92,0.9972,238.95,160.31,0.9928,322.83,176.54,0.9774,293.0,191.12,0.965
fall088.jpg,lying,1,434.32,221.69,0.7167,450.2,236.42,0.5648,459.01,208.51,0.4169,439.28,266.15,0.8726,468.41,200.97,0.5558,351.93,290.3,0.9894,417.58,191.31,0.9624,261.52,331.48,0.9374,380.92,129.0,0.8166,295.66,339.84,0.8779,392.62,80.46,0.6225,217.47,234.48,0.9089,255.76,185.05,0.8209,205.12,196.62,0.8254,205.66,132.62,0.68,146.34,173.2,0.7606,160.69,125.56,0.6472
fall089.jpg,lying,1,78.02,90.02,0.798,75.82,85.9,0.8327,73.01,88.31,0.3781,82.38,73.11,0.8139,69.45,80.14,0.1391,114.29,72.01,0.9956,86.48,66.5,0.949,130.11,110.97,0.9851,89.83,78.79,0.7768,93.41,123.3,0.8631,75.36,106.63,0.5595,184.62,41.85,0.9878,167.92,44.27,0.9713,222.95,54.44,0.9392,214.14,55.72,0.8756,255.92,26.13,0.8286,248.14,27.75,0.7667
fall090.jpg,lying,1,357.49,140.85,0.9956,377.83,139.1,0.9586,354.03,121.65,0.9914,387.51,156.5,0.409,329.43,111.61,0.9304,345.67,230.15,0.9911,266.97,126.69,0.9956,375.4,322.46,0.9286,198.34,129.44,0.9784,450.02,347.19,0.9054,186.24,196.78,0.9547,163.01,297.77,0.9526,117.7,246.35,0.9615,118.32,370.68,0.5659,100.42,320.47,0.6693,25.35,369.82,0.0828,30.38,342.08,0.0928
fall091.jpg,lying,1,254.67,170.7,0.9588,252.27,157.8,0.9331,244.51,172.21,0.8157,259.84,139.68,0.8633,235.49,174.63,0.3925,302.47,136.12,0.9981,252.5,205.48,0.9872,376.36,144.69,0.9946,238.59,254.04,0.9333,411.17,196.44,0.9784,211.76,290.95,0.8873,419.32,206.24,0.9987,389.89,252.06,0.9968,496.83,248.06,0.9947,461.06,312.35,0.9872,603.6,258.98,0.9668,559.33,324.57,0.9441
fall092.jpg,lying,1,358.42,155.99,0.9647,355.3,147.84,0.9569,347.75,155.5,0.9069,361.72,124.03,0.8183,333.75,143.89,0.6562,398.84,98.2,0.9933,316.29,119.75,0.9785,469.59,109.22,0.973,220.32,132.19,0.8257,524.22,148.09,0.8774,177.35,169.4,0.6505,449.24,47.5,0.9523,408.68,67.11,0.9061,492.42,94.58,0.7103,468.58,115.44,0.5187,540.9,80.89,0.3235,526.23,85.33,0.2282
fall100.jpg,lying,1,280.07,48.12,0.0302,277.96,39.21,0.033,290.61,40.43,0.0014,289.56,29.07,0.7407,337.14,31.81,0.0175,299.12,58.53,0.9288,364.1,63.92,0.7864,261.57,114.46,0.9457,323.57,134.64,0.7189,249.37,90.47,0.8441,251.56,85.49,0.5894,299.25,214.71,0.9893,341.63,210.07,0.9828,251.84,388.87,0.9051,283.13,383.77,0.8569,225.17,450.0,0.164,230.55,450.0,0.1344
fall101.jpg,lying,1,414.26,271.86,0.1796,420.31,265.18,0.0478,420.03,267.82,0.1196,421.88,240.76,0.0778,410.74,245.74,0.171,381.06,205.26,0.8553,366.09,245.79,0.9342,376.19,230.18,0.8807,370.27,325.56,0.9405,443.43,277.37,0.8907,432.41,338.93,0.8551,253.41,169.72,0.9838,241.93,183.47,0.9828,179.8,140.19,0.9596,174.26,180.49,0.9575,128.55,55.38,0.9551,141.27,108.53,0.9451
fall103.jpg,lying,1,454.19,213.33,0.9015,465.24,225.6,0.8724,470.01,209.28,0.7592,457.66,253.74,0.7626,469.22,213.74,0.4511,387.0,261.67,0.9668,417.9,204.71,0.8413,293.2,266.48,0.9392,321.04,176.89,0.5129,224.28,267.83,0.9175,265.93,193.61,0.5756,265.82,191.29,0.7772,281.81,159.29,0.5496,225.32,140.39,0.7971,226.53,113.14,0.5422,182.07,201.95,0.6805,189.13,193.83,0.4744
fall106.jpg,lying,1,139.42,225.03,0.3213,137.39,222.68,0.4526,141.44,221.8,0.0562,134.95,213.58,0.8596,149.3,211.11,0.0897,146.94,213.8,0.9895,171.09,207.98,0.8021,147.5,251.28,0.9813,170.32,236.25,0.4225,133.31,239.52,0.9314,143.47,238.24,0.3946,213.76,214.42,0.9884,231.25,213.81,0.9535,187.76,260.4,0.9854,214.99,257.72,0.9377,226.35,271.59,0.9564,256.36,267.1,0.8993
fall108.jpg,lying,1,162.53,264.28,0.6294,158.94,260.66,0.5472,159.23,259.67,0.5064,161.62,250.52,0.5406,164.41,249.27,0.5184,183.21,262.13,0.8506,199.44,233.17,0.9044,197.89,288.08,0.5142,237.83,216.71,0.7992,228.21,253.65,0.4529,270.79,211.34,0.7218,256.69,243.0,0.7493,267.6,234.53,0.8403,280.97,259.99,0.665,294.12,238.94,0.7899,313.29,240.0,0.6088,309.13,215.81,0.7181
fall109.jpg,lying,1,420.92,292.04,0.8568,428.45,297.94,0.6569,431.01,285.49,0.8729,420.31,302.65,0.5515,428.08,273.37,0.8812,385.11,298.66,0.9487,389.74,266.34,0.9859,337.81,310.47,0.7315,325.13,269.44,0.94,317.77,256.73,0.6791,307.68,248.81,0.8776,336.93,256.98,0.8649,342.19,241.5,0.9219,329.62,273.52,0.6876,333.1,257.91,0.797,298.37,230.31,0.4815,323.03,229.83,0.5679
fall130.jpg,lying,1,208.78,283.97,0.9312,209.88,282.09,0.9096,199.73,287.97,0.9012,220.27,286.37,0.7206,196.21,302.44,0.6437,241.64,250.99,0.9212,241.75,304.59,0.9698,297.22,144.56,0.7913,296.45,301.74,0.9082,349.37,67.26,0.8262,307.24,296.99,0.8849,320.13,221.16,0.89,320.09,243.05,0.9281,303.74,165.67,0.8692,304.54,175.74,0.9063,319.52,111.85,0.9169,341.89,107.54,0.9357
fall131.jpg,lying,1,257.61,378.39,0.4913,258.71,382.53,0.5656,264.02,379.88,0.1734,274.54,382.38,0.6677,279.51,377.0,0.0822,287.13,349.98,0.91,300.68,339.84,0.8475,284.08,318.85,0.9275,298.63,309.96,0.8393,275.81,311.86,0.9518,276.29,321.6,0.8989,303.9,257.83,0.9718,311.5,249.93,0.9656,302.61,182.02,0.9846,299.69,168.53,0.9813,300.02,170.57,0.9922,294.56,158.09,0.9917
1004.jpg,lying,1,362.1,226.44,0.9452,364.81,216.59,0.9698,361.97,218.86,0.584,383.94,215.8,0.9218,377.54,222.3,0.0653,397.05,265.63,0.9459,395.34,254.28,0.8574,365.93,319.17,0.7697,358.43,281.4,0.4481,338.43,282.05,0.7767,342.26,240.85,0.382,320.32,327.68,0.8998,321.94,306.7,0.8321,172.77,256.12,0.9783,174.73,237.55,0.9537,83.1,318.41,0.9859,81.03,297.1,0.9759
frame1_1000 (1).png,lying,1,655.82,545.89,0.8267,653.85,543.47,0.7578,652.99,542.3,0.7522,658.77,493.13,0.42,629.92,492.94,0.4648,694.85,401.13,0.9292,573.92,409.23,0.879,777.95,385.48,0.9184,507.13,419.53,0.8254,725.34,487.03,0.9137,580.59,498.39,0.8378,652.16,282.72,0.9542,575.76,284.31,0.9339,668.31,443.86,0.8895,558.41,444.79,0.8387,660.0,505.49,0.6746,560.72,488.71,0.6039
frame3_1000 (1).png,lying,1,397.97,555.54,0.7489,396.2,547.61,0.8002,392.43,552.5,0.3051,425.21,536.59,0.8643,406.8,548.92,0.1443,486.47,548.06,0.9939,452.31,538.66,0.9433,500.23,602.89,0.986,452.77,549.04,0.8106,447.86,592.31,0.9479,418.26,562.66,0.755,626.82,525.2,0.9932,604.58,531.51,0.9836,723.27,544.15,0.9787,711.62,540.75,0.9556,793.38,488.27,0.9488,787.05,484.42,0.9265
frame3_1100 (1).png,lying,1,402.15,525.96,0.6541,401.56,520.57,0.6703,402.73,522.25,0.2427,434.61,512.09,0.8437,431.36,517.52,0.2153,485.87,526.74,0.986,471.62,509.76,0.9753,425.65,568.52,0.9642,409.3,510.74,0.9164,322.08,556.62,0.8667,287.83,534.01,0.8374,637.26,510.35,0.9844,625.54,511.64,0.9835,730.85,539.72,0.9421,720.89,530.58,0.9426,803.71,464.38,0.8366,784.24,461.94,0.8537
frame3_1200 (1).png,lying,1,407.51,548.89,0.9006,405.69,539.49,0.9055,399.15,545.15,0.6219,432.82,522.12,0.9034,408.75,538.29,0.3347,481.18,534.54,0.9948,441.81,522.85,0.9813,449.83,579.53,0.9838,389.84,511.45,0.9121,349.31,576.34,0.9269,311.73,540.45,0.8273,617.08,502.87,0.9906,593.38,508.85,0.9851,723.57,532.83,0.9573,717.02,531.23,0.9374,799.14,490.38,0.8668,784.99,490.37,0.8476
frame3_1300 (1).png,lying,1,401.69,524.77,0.8638,402.86,516.99,0.8513,396.02,520.08,0.5634,433.62,507.05,0.8667,407.07,515.89,0.3245,482.92,526.57,0.9928,437.3,507.95,0.9845,464.21,562.24,0.9775,390.97,482.94,0.9411,356.46,555.83,0.9211,318.18,511.39,0.8828,607.74,497.78,0.9927,580.06,499.57,0.9913,703.54,516.08,0.9699,692.07,513.71,0.9672,763.13,453.01,0.9208,761.66,460.67,0.9244
frame3_1400 (1).png,lying,1,415.55,555.21,0.8747,413.0,547.31,0.8899,409.79,550.99,0.5216,435.22,529.39,0.9098,420.03,540.71,0.2874,479.86,536.58,0.9956,446.99,526.14,0.9797,429.04,581.87,0.9885,384.79,522.41,0.8981,306.86,581.52,0.9341,279.41,560.53,0.7896,629.95,496.31,0.9922,609.69,503.35,0.9856,735.01,532.15,0.9614,723.98,530.24,0.9321,823.13,484.62,0.8687,798.77,485.27,0.8335
frame3_1500 (1).png,lying,1,400.09,520.51,0.813,400.53,511.43,0.8241,390.89,515.41,0.4366,432.27,498.28,0.8531,399.1,510.46,0.2465,491.49,518.96,0.9933,439.47,504.54,0.9725,482.63,570.49,0.9812,409.69,505.99,0.8937,398.61,572.73,0.9323,345.47,525.65,0.8422,626.35,502.03,0.993,593.05,505.58,0.9886,724.76,520.96,0.9787,709.41,518.85,0.969,782.07,446.94,0.9437,771.37,447.98,0.9345
frame3_1600 (1).png,lying,1,422.0,555.35,0.8697,418.27,546.64,0.8845,413.99,551.73,0.5171,437.86,528.88,0.9015,420.22,544.0,0.2886,482.16,536.69,0.9954,447.19,529.86,0.977,428.1,581.9,0.9887,382.6,526.16,0.8867,304.43,584.74,0.9359,281.5,559.61,0.7814,630.79,494.62,0.9914,609.3,503.11,0.9833,730.95,530.83,0.9578,723.06,530.96,0.9213,813.31,486.99,0.8554,790.84,486.43,0.8102
frame3_1700 (1).png,lying,1,402.37,510.88,0.8277,400.34,502.66,0.8655,396.57,506.2,0.4349,425.04,489.47,0.9016,411.06,500.11,0.237,475.14,506.49,0.9954,460.02,499.86,0.9612,494.14,550.46,0.9853,473.97,515.32,0.8162,471.88,553.97,0.9383,446.4,536.22,0.7346,615.5,500.07,0.994,607.23,507.85,0.9855,721.76,520.11,0.9841,720.49,516.6,0.9671,798.63,465.72,0.96,792.84,458.83,0.9415
frame3_1800 (1).png,lying,1,414.17,558.06,0.8628,410.69,550.13,0.8721,407.01,554.6,0.5126,430.54,532.66,0.8925,414.09,546.11,0.2951,475.03,538.71,0.9953,440.44,530.04,0.9793,427.13,583.8,0.9882,379.57,525.56,0.9022,312.99,587.81,0.9322,281.48,561.35,0.7971,627.22,498.66,0.9926,605.88,507.21,0.9865,735.12,533.16,0.9641,725.15,532.96,0.9377,822.75,488.69,0.878,799.95,489.12,0.8459
frame3_1900 (1).png,lying,1,407.91,510.08,0.9024,407.54,499.77,0.9319,398.52,504.41,0.6027,436.3,486.49,0.9316,409.26,499.97,0.2855,488.5,504.94,0.9961,468.37,502.02,0.9624,530.28,541.55,0.9853,494.12,507.39,0.7956,495.23,558.25,0.9422,463.73,526.13,0.7281,622.46,493.08,0.9927,611.54,501.11,0.9813,726.29,514.36,0.9799,723.95,515.57,0.9567,790.36,456.64,0.9505,789.09,456.24,0.9257
frame3_2000 (1).png,lying,1,403.06,519.47,0.6225,401.01,514.09,0.6271,400.87,516.6,0.2178,430.45,507.47,0.8242,424.74,515.96,0.2085,481.07,524.77,0.9876,465.24,507.23,0.9751,411.91,566.45,0.9707,400.73,504.25,0.9208,313.77,552.14,0.8831,274.9,526.06,0.848,634.26,506.59,0.988,621.34,507.75,0.9866,736.18,520.46,0.9592,726.65,507.11,0.9574,805.66,455.61,0.8881,784.79,445.62,0.8975
frame3_2100 (1).png,lying,1,411.7,568.01,0.7843,407.77,561.1,0.7849,406.86,563.9,0.3706,428.66,546.18,0.8577,418.86,555.6,0.248,475.71,556.31,0.9936,445.02,536.23,0.9797,418.92,605.51,0.9851,378.36,528.1,0.9205,305.86,600.81,0.9199,282.25,571.2,0.823,633.78,505.93,0.9928,615.43,509.3,0.9892,739.9,539.5,0.9699,732.57,530.21,0.9562,831.45,497.48,0.9003,808.9,489.54,0.8878
frame3_300 (1).png,lying,1,403.12,563.3,0.8945,394.67,556.18,0.9133,393.23,564.02,0.6197,404.76,543.77,0.8989,393.28,565.88,0.3178,469.86,543.97,0.9965,436.76,561.19,0.9557,540.54,567.42,0.989,460.23,566.99,0.7804,503.59,595.33,0.9571,450.3,573.51,0.734,611.88,523.82,0.9932,595.08,540.98,0.9794,713.08,537.08,0.9819,713.06,545.56,0.952,776.72,516.72,0.9513,786.41,512.4,0.9159
frame3_400 (1).png,lying,1,407.76,538.94,0.7374,410.44,529.35,0.7946,402.77,532.0,0.3338,445.6,514.8,0.8697,421.74,523.33,0.1979,491.87,530.11,0.9866,476.28,519.28,0.9349,472.31,578.87,0.9625,466.99,539.78,0.7593,448.25,575.87,0.8911,417.26,556.26,0.7091,630.38,524.86,0.9731,618.11,530.05,0.9515,731.56,549.39,0.9226,729.73,541.69,0.8784,795.56,468.63,0.8142,789.72,458.61,0.7745
frame3_500 (1).png,lying,1,416.77,574.15,0.7739,412.73,567.75,0.7788,410.5,572.11,0.3932,433.55,556.18,0.862,422.78,568.85,0.3146,482.18,567.34,0.9928,458.7,555.06,0.9799,419.75,628.35,0.9784,395.73,570.22,0.9077,309.22,620.77,0.8931,270.7,600.93,0.8131,636.26,535.85,0.9886,619.79,540.53,0.9846,730.21,567.39,0.9596,726.27,558.77,0.9478,810.78,517.17,0.8789,795.79,508.82,0.8725
frame3_600 (1).png,lying,1,412.22,525.46,0.8754,411.87,514.82,0.9045,403.88,520.96,0.5335,440.2,505.76,0.9105,414.42,521.84,0.2446,498.74,526.01,0.9952,467.03,532.64,0.9561,526.95,567.89,0.9831,482.5,554.16,0.7858,497.26,591.48,0.939,448.13,555.64,0.7419,630.26,529.12,0.9893,609.61,539.99,0.9741,725.2,548.5,0.9662,716.11,543.07,0.931,792.12,480.32,0.9184,792.12,464.28,0.8838
frame3_800 (1).png,lying,1,409.12,536.44,0.8668,408.79,526.1,0.9158,402.57,529.86,0.4879,437.67,514.03,0.9305,415.77,525.41,0.1971,497.65,535.25,0.9955,469.41,539.08,0.9443,548.31,565.94,0.9846,491.55,549.13,0.7237,507.6,586.06,0.9408,457.13,564.51,0.6584,632.85,523.92,0.9909,618.5,532.89,0.9737,723.8,541.68,0.973,714.94,539.66,0.9336,781.63,472.58,0.9405,785.97,465.87,0.904
frame3_900 (1).png,lying,1,404.43,556.73,0.8969,404.93,545.73,0.8964,396.28,551.23,0.6185,438.59,531.66,0.8858,407.53,546.39,0.3331,479.71,554.73,0.9927,440.99,540.96,0.9834,400.79,599.73,0.9769,376.03,532.2,0.9245,308.21,586.23,0.9129,299.9,557.35,0.8572,618.26,508.21,0.9873,592.51,513.33,0.9841,712.47,523.2,0.9387,696.36,515.18,0.9274,778.77,440.09,0.8593,749.84,431.76,0.8599
frame4_1000 (1).png,lying,1,353.33,420.56,0.8694,352.85,409.85,0.8695,347.13,413.7,0.5097,375.7,373.01,0.8316,343.3,380.05,0.1987,449.05,357.69,0.9969,366.57,352.23,0.9679,495.9,489.95,0.9933,373.18,448.45,0.8825,456.01,611.57,0.9585,383.53,576.33,0.7783,630.65,342.15,0.9979,568.11,355.09,0.9943,716.13,466.98,0.9918,612.31,471.37,0.9791,866.38,446.85,0.9682,741.0,442.76,0.9479
frame4_1100 (1).png,lying,1,357.12,412.38,0.9446,356.12,397.63,0.9395,353.1,406.68,0.7536,379.05,360.05,0.8457,353.82,378.7,0.246,448.38,340.26,0.9952,376.48,367.21,0.9672,508.61,465.33,0.9933,384.3,475.88,0.9296,459.41,605.59,0.9731,382.87,573.99,0.8925,617.14,331.77,0.9979,539.57,361.33,0.9955,776.17,423.55,0.9926,519.42,480.72,0.9854,955.73,430.85,0.9729,558.42,506.35,0.9601
frame4_1200 (1).png,lying,1,335.34,409.25,0.9082,333.95,394.79,0.8982,329.81,402.25,0.6187,357.91,361.05,0.818,330.36,377.3,0.2192,436.62,354.13,0.996,348.81,371.51,0.9632,505.68,479.96,0.9927,368.8,476.51,0.8865,460.11,610.66,0.9591,378.33,567.44,0.8015,605.81,364.11,0.9969,529.05,388.68,0.9919,773.98,440.4,0.9875,580.45,471.35,0.971,938.46,440.48,0.9498,660.7,471.6,0.9201
frame4_1300 (1).png,lying,1,348.84,419.08,0.6965,347.23,411.51,0.6743,344.29,410.58,0.2267,363.96,376.4,0.7618,338.05,372.32,0.1391,440.79,366.03,0.9976,362.76,340.46,0.9693,493.24,498.79,0.9943,371.64,428.64,0.8637,457.99,608.78,0.9566,376.41,561.51,0.7221,642.55,348.68,0.9988,597.26,349.41,0.9963,660.46,496.57,0.9966,660.17,462.0,0.9894,805.89,494.29,0.9859,860.03,429.83,0.9749
frame4_1400 (1).png,lying,1,299.32,414.09,0.8666,292.62,396.92,0.8467,295.54,407.79,0.5499,305.62,352.89,0.738,296.51,374.76,0.1931,395.29,352.78,0.9915,326.44,367.32,0.9368,479.5,493.35,0.986,361.89,471.77,0.8475,451.11,620.37,0.9394,385.51,571.71,0.7747,588.79,389.23,0.9946,523.56,412.52,0.9878,711.39,470.0,0.9785,527.81,501.99,0.9552,918.95,447.27,0.9321,617.33,474.0,0.899
frame4_1500 (1).png,lying,1,333.56,427.81,0.8817,327.73,414.4,0.8849,326.68,423.88,0.521,345.05,374.23,0.8272,325.3,395.88,0.1621,424.11,360.27,0.9964,352.1,375.73,0.9499,487.2,490.01,0.995,369.45,476.79,0.8681,458.08,602.84,0.9725,371.98,583.56,0.7838,598.22,360.42,0.9979,531.68,381.34,0.9934,713.04,473.62,0.9909,526.93,496.84,0.972,894.77,457.55,0.964,604.81,473.49,0.932
frame4_1600 (1).png,lying,1,357.28,421.05,0.885,355.29,407.42,0.8899,349.56,414.51,0.5476,377.6,370.68,0.8243,344.09,386.28,0.1854,452.22,354.52,0.9962,361.12,366.1,0.9504,510.43,479.25,0.9939,368.24,462.62,0.8454,458.36,601.94,0.9628,379.38,563.81,0.7493,631.5,340.59,0.9968,554.97,364.04,0.9899,781.1,447.39,0.9861,605.41,476.62,0.9599,950.21,439.79,0.9372,702.07,467.84,0.8868
frame4_1700 (1).png,lying,1,314.9,411.71,0.8481,311.77,401.22,0.8213,312.83,406.11,0.4895,324.55,360.66,0.8161,312.85,368.76,0.2722,395.42,349.89,0.9972,330.96,347.03,0.9729,456.45,496.42,0.99,349.23,463.01,0.8431,441.92,623.06,0.9251,388.22,580.76,0.6681,583.99,366.93,0.9959,544.21,382.98,0.9892,651.48,483.99,0.9848,638.3,482.38,0.9611,826.49,479.66,0.9399,838.09,454.15,0.9032
frame4_1800 (1).png,lying,1,360.27,427.81,0.8949,358.17,416.64,0.8715,355.04,422.34,0.6292,373.56,377.83,0.7742,346.27,388.63,0.268,433.34,350.97,0.9961,358.96,360.21,0.971,489.44,473.41,0.9934,371.17,458.5,0.9174,443.55,608.53,0.9633,388.07,579.1,0.8433,602.18,325.7,0.9984,536.28,348.84,0.9963,737.27,443.4,0.994,575.14,476.4,0.9868,910.3,429.53,0.9773,679.1,467.24,0.9647
